MBK番号,標本番号,Family,和名,学名,ラベル産地,採集日
MBK-0299511,YK-0177,Athyriaceae,オオバミヤマノコギリシダ,Diplazium hayatamae N.Ohta et M.Takamiya,高知県高知市大津乙鹿児神社,2001/2/11
MBK-0198186,39651,Athyriaceae,オオバミヤマノコギリシダ,Diplazium hayatamae N.Ohta et M.Takamiya,高知市大津,2000/11/22
MBK-0058433,7304,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県高知市朝倉神社,1991/10/20
MBK-0101202,FOK-800277,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,吾川郡春野町十田,2001/7/28
MBK-0027425,37197,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知市大津,1978/12/2
MBK-0027384,36709,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知市大津,2000/11/22
MBK-0115573,s.n.,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県吾川郡春野町弘岡下根木谷山北東,1978/12/13
MBK-0166179,s.n.,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県高知市 介良鉢伏山,2001/1/22
MBK-0171082,158a,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県高知市 鹿児,2001/10/9
MBK-0171034,165,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県高知市 鹿児,2001/10/9
MBK-0171052,137,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県高知市 吉野高座上部,2001/9/17
MBK-0171171,158ｃ,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県高知市 鹿児,2001/10/9
MBK-0171047,160,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県高知市 鹿児,2001/10/9
MBK-0298236,FOK-000389,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知市カシハギ　平家の滝,2001/9/22
MBK-0298687,FOK-001418,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知市平家の滝,2002/6/9
MBK-0298636,FOK-001546,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知市中山,2002/6/22
MBK-0299058,FOK-009750,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知市尾立,2002/1/13
MBK-0299935,FOK-011732,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知市大津乙鹿児神社,2001/7/29
MBK-0252639,FOS-005990,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県高知市神田 和霊神社の西,2014/4/11
MBK-0267162,FOS-008622,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県高知市鏡柿ノ又宮ノ上,2014/10/25
MBK-0299872,YK-0446,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知県高知市大津乙鹿児神社,不明
MBK-0198357,24074,Athyriaceae,ミヤマノコギリシダ,Diplazium mettenianum (Miq.) C.Chr.,高知市大津,1978/12/2
MBK-0298282,FOK-000233,Athyriaceae,キヨタキシダ,Diplazium squamigerum (Mett.) Matsum.,高知市穴川樽ノ滝,2001/7/7
MBK-0298644,FOK-001536,Athyriaceae,キヨタキシダ,Diplazium squamigerum (Mett.) Matsum.,高知市中山,2002/6/22
MBK-0267155,FOS-008614,Athyriaceae,キヨタキシダ,Diplazium squamigerum (Mett.) Matsum.,高知県高知市鏡敷ノ山坂口,2014/10/25
MBK-0267129,FOS-008588,Athyriaceae,ヘラシダ,Diplazium subsinuatum (Wall. ex Hook. et Grev.) Tagawa,高知県高知市土佐山中切川奈路,2014/10/21
MBK-0256171,FOS-006917,Athyriaceae,コクモウクジャク,Diplazium virescens Kunze,高知県高知市北秦泉寺,2014/7/23
MBK-0169544,FOK-078916,Athyriaceae,ニセコクモウクジャク,Diplazium virescens Kunze var. conterminum (H.Christ) Sa.Kurata,高知県高知市 南中山,2006/10/7
MBK-0169545,FOK-078916,Athyriaceae,ニセコクモウクジャク,Diplazium virescens Kunze var. conterminum (H.Christ) Sa.Kurata,高知県高知市 南中山,2006/10/7
MBK-0267134,FOS-008593,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels,高知県高知市土佐山中切川奈路,2014/10/21
MBK-0267164,FOS-008624,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels,高知県高知市鏡竹奈呂,2014/10/25
MBK-0058500,943,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知県高知市一宮（（一宮神社裏）大谷）,1985/5/9
MBK-0115572,s.n.,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知県吾川郡春野町西分柏尾山北西谷,1978/12/24
MBK-0139275,FOK-800323,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,吾川郡春野町治国谷,2001/7/28
MBK-0139263,FOK-800240,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知市唐岩,2001/7/25
MBK-0298210,FOK-000473,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知市カシハギ　平家の滝,2001/9/22
MBK-0298357,FOK-000717,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知市土佐山桑尾橋詰,2001/10/16
MBK-0298323,FOK-000948,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知市鏡白岩,2001/12/5
MBK-0298762,FOK-001079,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知市サコ屋敷,2002/1/8
MBK-0298755,FOK-001102,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知市谷口,2002/1/23
MBK-0298730,FOK-001209,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知市鏡今井川口,2002/4/12
MBK-0298468,FOK-001686,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知市(旧土佐山村),2001/7/14
MBK-0301193,FOK-019132,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,吾川郡春野町小田,2002/3/26
MBK-0299796,YK-0368,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,高知県高知市土佐山,不明
MBK-0197510,38270,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,土佐郡土佐山村弘瀬?桑尾,1986/12/7
MBK-0197450,39665,Athyriaceae,ノコギリシダ,Diplazium wichurae (Mett.) Diels var. wichurae,土佐郡鏡村今井,2000/12/4
MBK-0248345,6849,Cystopteridaceae,ウスヒメワラビ,Acystopteris japonica (Luerss.) Nakai,高知県土佐郡土佐山村 (現 高知市土佐山) 工石山 - 石原越,1951/6/3
MBK-0231132,AKI-0531,Cystopteridaceae,エビラシダ,Gymnocarpium oyamense (Baker) Ching,高知県高知市長浜,不明
MBK-0298275,FOK-000246,Onocleaceae,イヌガンソク,Onoclea orientalis (Hook.) Hook.,高知市穴川樽ノ滝,2001/7/7
MBK-0267247,FOS-008674,Onocleaceae,イヌガンソク,Onoclea orientalis (Hook.) Hook.,高知県高知市鏡柿ノ又親川内,2014/11/4
MBK-0089280,FOK-800574,Dryopteridaceae,テンリュウカナワラビ,Arachniodes ×kurosawae Shimura et Sa.Kurata,高知市柴巻,2001/11/23
MBK-0196162,41378,Dryopteridaceae,テンリュウカナワラビ,Arachniodes ×kurosawae Shimura et Sa.Kurata,高知県高知市柴巻,2001/11/23
MBK-0298381,FOK-000622,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,高知市トキド,2001/10/4
MBK-0298716,FOK-001280,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,高知市本村,2002/5/10
MBK-0298654,FOK-001505,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,高知市樽の滝,2002/6/12
MBK-0299063,FOK-009730,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,高知市尾立,2002/1/13
MBK-0299942,FOK-011402,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,高知市吉野～鷲尾山,2001/6/13
MBK-0299940,FOK-011582,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,高知市西久万,2001/7/1
MBK-0300049,FOK-012812,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,高知市布師田,2002/2/23
MBK-0301191,FOK-019135,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,吾川郡春野町小田,2002/3/26
MBK-0300857,FOK-019978,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,高知市浦戸,2002/6/12
MBK-0250489,FOS-005622,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,高知県高知市五台山東孕,2003/3/8
MBK-0198566,39152,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,土佐郡土佐山村大穴付近,1986/12/7
MBK-0195874,39808,Dryopteridaceae,オオカナワラビ,Arachniodes amabilis (Blume) Tindale var. fimbriata K.Iwats.,高知市小石木町,2001/2/11
MBK-0172861,s.n.,Dryopteridaceae,ホソバカナワラビ,Arachniodes aristata (G.Forst.) Tindale,高知県高知市 五台山計画地,1996/12/20
MBK-0101726,FOK-801732,Dryopteridaceae,ホソバカナワラビ,Arachniodes aristata (G.Forst.) Tindale,土佐郡鏡村貞永,2002/6/9
MBK-0024119,M79-205,Dryopteridaceae,ホソバカナワラビ,Arachniodes aristata (G.Forst.) Tindale,高知県高知市五台山絶海,1979/6/26
MBK-0023989,1163,Dryopteridaceae,ホソバカナワラビ,Arachniodes aristata (G.Forst.) Tindale,高知県高知市一宮（大谷）,1985/6/9
MBK-0257408,FOS-007298,Dryopteridaceae,ホソバカナワラビ,Arachniodes aristata (G.Forst.) Tindale,高知県高知市鏡大河内,2014/4/26
MBK-0267146,FOS-008605,Dryopteridaceae,ホソバカナワラビ,Arachniodes aristata (G.Forst.) Tindale,高知県高知市土佐山東川,2014/10/21
MBK-0173822,s.n.,Dryopteridaceae,オニカナワラビ,Arachniodes caudata Ching,高知県高知市 五台山,不明
MBK-0115561,s.n.,Dryopteridaceae,オニカナワラビ,Arachniodes caudata Ching,高知県吾川郡春野町森山城山谷,1978/1/15
MBK-0001124,20185,Dryopteridaceae,オニカナワラビ,Arachniodes caudata Ching,高知県高知市筆山から皿が峰,2000/7/7
MBK-0024038,M41-350,Dryopteridaceae,オニカナワラビ,Arachniodes caudata Ching,高知県高知市烏帽子山,1941/12/28
MBK-0024009,1682,Dryopteridaceae,オニカナワラビ,Arachniodes caudata Ching,高知県高知市五台山唐谷,1987/1/18
MBK-0024060,7760,Dryopteridaceae,オニカナワラビ,Arachniodes caudata Ching,高知県高知市柱谷,1992/2/22
MBK-0051089,8499,Dryopteridaceae,オニカナワラビ,Arachniodes caudata Ching,高知県高知市西谷,1992/5/12
MBK-0051006,6729,Dryopteridaceae,オニカナワラビ,Arachniodes caudata Ching,高知県高知市神田（高座）,1991/2/17
MBK-0299190,FOK-008960,Dryopteridaceae,オニカナワラビ,Arachniodes chinensis (Rosenst.) Ching,高知市鏡大河内,2001/9/18
MBK-0300122,FOK-013170,Dryopteridaceae,オニカナワラビ,Arachniodes chinensis (Rosenst.) Ching,高知市治国谷,2002/4/14
MBK-0198557,23889,Dryopteridaceae,オニカナワラビ,Arachniodes chinensis (Rosenst.) Ching,高知市針原,1978/8/9
MBK-0198556,31792,Dryopteridaceae,オニカナワラビ,Arachniodes chinensis (Rosenst.) Ching,吾川郡春野町西分長谷,1979/3/18
MBK-0198675,39807,Dryopteridaceae,オニカナワラビ,Arachniodes chinensis (Rosenst.) Ching,高知市小石木町,2001/2/11
MBK-0298745,FOK-001138,Dryopteridaceae,ホソバカナワラビ,Arachniodes exilis (Hance) Ching,高知市出口,2002/3/10
MBK-0026104,M38-046,Dryopteridaceae,ナンゴクナライシダ,Arachniodes fargesii (H.Christ) Seriz.,高知県土佐郡土佐山村工石山,1938/5/23
MBK-0051002,6527,Dryopteridaceae,ナンゴクナライシダ,Arachniodes fargesii (H.Christ) Seriz.,高知県土佐郡土佐山村工石山（城～工石山～城）,1990/9/9
MBK-0298440,FOK-002176,Dryopteridaceae,ナンゴクナライシダ,Arachniodes fargesii (H.Christ) Seriz.,高知市工石山,2001/10/20
MBK-0298434,FOK-002200,Dryopteridaceae,ナンゴクナライシダ,Arachniodes fargesii (H.Christ) Seriz.,高知市工石山,2001/10/20
MBK-0298429,FOK-002218,Dryopteridaceae,ナンゴクナライシダ,Arachniodes fargesii (H.Christ) Seriz.,高知市工石山,2001/10/20
MBK-0266702,s.n.,Dryopteridaceae,ナンゴクナライシダ,Arachniodes fargesii (H.Christ) Seriz.,高知県高知市土佐山工石山,2001/6/10
MBK-0196254,36900,Dryopteridaceae,ナンゴクナライシダ,Arachniodes fargesii (H.Christ) Seriz.,土佐郡土佐山村工石山,2000/7/8
MBK-0046526,1631,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,高知県吾川郡春野町（鵯谷～三滝ヶ森）,1986/11/16
MBK-0046527,1643,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,高知県吾川郡春野町（鵯谷～三滝ヶ森）,1986/11/16
MBK-0048095,6750,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,高知県高知市神田（高座）,1991/2/17
MBK-0101273,FOK-801382,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,土佐郡土佐山村梅ノ木,2002/5/6
MBK-0101284,FOK-801219,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,土佐郡鏡村違野,2002/4/7
MBK-0101210,FOK-800257,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,高知市柱谷,2001/7/25
MBK-0101254,FOK-800623,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,高知市柴巻,2001/12/9
MBK-0115562,s.n.,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,高知県吾川郡春野町森山城山谷,1978/1/15
MBK-0115563,s.n.,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,高知県吾川郡春野町弘岡中荒倉,1977/11/7
MBK-0101727,FOK-801746,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,土佐郡鏡村草峰,2002/6/9
MBK-0023960,M79-215,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,高知県高知市五台山（大谷）,1979/7/9
MBK-0024049,9616,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,高知県高知市五台山東孕,1997/1/14
MBK-0024124,M73-003,Dryopteridaceae,オオカナワラビ,Arachniodes rhomboidea (Wall. ex C.Presl) Ching,高知県高知市一宮,1973/1/11
MBK-0115560,s.n.,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県吾川郡春野町西分治国谷,1978/3/4
MBK-0026110,10200,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県高知市御畳瀬,1996/1/15
MBK-0001117,20186,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県高知市筆山から皿が峰,2000/7/7
MBK-0165549,6896,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県高知市 初月,1991/3/10
MBK-0024027,10200,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県高知市御畳瀬,1996/1/15
MBK-0024034,M39-028,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県高知市（高知公園）,不明
MBK-0024061,7284,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県高知市（小高坂山）,1991/10/20
MBK-0051060,4802,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県土佐郡土佐山村都網新屋敷（石灰鉱山）,1989/4/30
MBK-0298348,FOK-000764,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知市土佐山中切,2001/11/4
MBK-0299189,FOK-008961,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知市鏡大河内,2001/9/18
MBK-0299188,FOK-008962,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知市鏡大河内,2001/9/18
MBK-0299076,FOK-009699,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知市尾立,2002/1/13
MBK-0299295,FOK-010865,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知市岩ヶ淵,2002/6/16
MBK-0300461,FOK-013191,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知市治国谷,2002/4/14
MBK-0250488,FOS-005621,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県高知市五台山東孕,2003/3/8
MBK-0267160,FOS-008620,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県高知市鏡柿ノ又中山,2014/10/25
MBK-0299826,YK-0398,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県高知市筆山,1964/5/16
MBK-0299827,YK-0399,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知県高知市高知公園,1964/7/16
MBK-0196005,4858,Dryopteridaceae,ハカタシダ,Arachniodes simplicior (Makino) Ohwi,高知市筆山,1974/11/19
MBK-0267242,FOS-008669,Dryopteridaceae,オニカナワラビ,Arachniodes simplicior (Makino) Ohwi var. major (Tagawa) Ohwi,高知県高知市鏡柿ノ又,2014/11/4
MBK-0270101,FOS-009386,Dryopteridaceae,オニカナワラビ,Arachniodes simplicior (Makino) Ohwi var. major (Tagawa) Ohwi,高知県高知市土佐山都網新屋敷,2015/5/10
MBK-0037090,35582,Dryopteridaceae,エンシュウカナワラビ,"Arachniodes sp. (A. tohtomiensis Shimura, nom. nud.)",土佐郡土佐山村梶谷,2000/7/24
MBK-0173889,s.n.,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知県高知市 五台山,不明
MBK-0048104,6765,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知県高知市おおなろ園（囲り）,1991/2/17
MBK-0175806,KO74-01,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知県土佐山村 土佐山,1974/5/6
MBK-0101282,FOK-801294,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,土佐郡鏡村柿ノ又,2002/5/5
MBK-0145307,4381,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,,1984/8/25
MBK-0151220,131,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,鷲尾山,1931/5/3
MBK-0298223,FOK-000427,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知市カシハギ　平家の滝,2001/9/22
MBK-0298366,FOK-000705,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知市土佐山東川神社,2001/10/16
MBK-0298359,FOK-000715,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知市土佐山桑尾橋詰,2001/10/16
MBK-0298759,FOK-001094,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知市谷口,2002/1/23
MBK-0298746,FOK-001137,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知市出口,2002/3/10
MBK-0298412,FOK-002289,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知市七ツ淵,2002/1/12
MBK-0299281,FOK-010897,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知市岩ヶ淵,2002/6/16
MBK-0300124,FOK-013163,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知市治国谷,2002/4/14
MBK-0300867,FOK-019692,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知市桂浜,2001/8/5
MBK-0280955,23890,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知県高知市針原,1978/8/9
MBK-0196166,24717,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,吾川郡春野町西分長谷,1979/3/18
MBK-0196153,32949,Dryopteridaceae,コバノカナワラビ,Arachniodes sporadosora (Kunze) Nakaike,高知市鷲尾山登山口,1985/3/10
