MBK番号,標本番号,Family,和名,学名,ラベル産地,採集日
MBK-0252445,FOS-005840,Athyriaceae,ウラボシノコギリシダ,Athyrium sheareri (Baker) Ching,高知県高知市宗安寺,2014/4/3
MBK-0257399,FOS-007289,Athyriaceae,ウラボシノコギリシダ,Athyrium sheareri (Baker) Ching,高知県高知市鏡大河内,2014/4/26
MBK-0272329,FOS-010198,Athyriaceae,ウラボシノコギリシダ,Athyrium sheareri (Baker) Ching,高知県高知市北秦泉寺 望六峠,2015/9/2
MBK-0047360,6533,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,高知県土佐郡土佐山村工石山（城～工石山～城）,1990/9/9
MBK-0047359,8797,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,高知県高知市（入定若一王子宮）,1992/9/15
MBK-0139261,FOK-800245,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,高知市唐岩,2001/7/25
MBK-0139093,FOK-001550,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,土佐郡鏡村中山,2002/6/22
MBK-0145230,5289,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,鏡村坂口,1997/8/20
MBK-0298276,FOK-000244,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,高知市穴川樽ノ滝,2001/7/7
MBK-0298655,FOK-001504,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,高知市樽の滝,2002/6/12
MBK-0298396,FOK-002518,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,高知市七ツ渕神社,2002/5/11
MBK-0285582,FOS-012123,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,高知県高知市鏡柿ノ又,2017/6/17
MBK-0285589,FOS-012130,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,高知県高知市鏡柿ノ又,2017/6/17
MBK-0299090,FOS-012653,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,高知県高知市土佐山,2018/6/25
MBK-0201686,35509,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,土佐郡土佐山村都積,2000/7/1
MBK-0201668,41218,Athyriaceae,ヤマイヌワラビ,Athyrium vidalii (Franch. et Sav.) Nakai,高知市唐岩,2001/10/20
MBK-0285581,FOS-012122,Athyriaceae,ヒロハイヌワラビ,Athyrium wardii (Hook.) Makino,高知県高知市鏡柿ノ又,2017/6/17
MBK-0285583,FOS-012124,Athyriaceae,ヒロハイヌワラビ,Athyrium wardii (Hook.) Makino,高知県高知市鏡柿ノ又,2017/6/17
MBK-0285584,FOS-012125,Athyriaceae,ヒロハイヌワラビ,Athyrium wardii (Hook.) Makino,高知県高知市鏡柿ノ又,2017/6/17
MBK-0285591,FOS-012132,Athyriaceae,ヒロハイヌワラビ,Athyrium wardii (Hook.) Makino,高知県高知市鏡柿ノ又,2017/6/17
MBK-0299885,YK-0458,Athyriaceae,ヒロハイヌワラビ,Athyrium wardii (Hook.) Makino,高知県高知市雪光山,1966/7/30
MBK-0201207,35610,Athyriaceae,ヒロハイヌワラビ,Athyrium wardii (Hook.) Makino,土佐郡土佐山村梶谷,2000/7/24
MBK-0195692,38378,Athyriaceae,ヒロハイヌワラビ,Athyrium wardii (Hook.) Makino,土佐郡鏡村平家の滝,1987/5/3
MBK-0267157,FOS-008616,Athyriaceae,ルリデライヌワラビ,Athyrium wardii (Hook.) Makino var. inadae Tagawa,高知県高知市鏡敷ノ山坂口,2014/10/25
MBK-0139094,FOK-001552,Athyriaceae,ヒロハイヌワラビ,Athyrium wardii (Hook.) Makino var. wardii,土佐郡鏡村中山,2002/6/22
MBK-0058366,M61-069,Athyriaceae,ヘビノネゴザ,Athyrium yokoscense (Franch. et Sav.) H.Christ,高知県土佐郡土佐山村赤良木峠,1961/7/27
MBK-0267127,FOS-008586,Athyriaceae,シケチシダ,Cornopteris decurrentialata (Hook.) Nakai,高知県高知市土佐山中切川奈路,2014/10/21
MBK-0195624,35599,Athyriaceae,シケチシダ,Cornopteris decurrentialata (Hook.) Nakai,土佐郡土佐山村梶谷,2000/7/24
MBK-0195623,39668,Athyriaceae,シケチシダ,Cornopteris decurrentialata (Hook.) Nakai,土佐郡鏡村今井,2000/12/4
MBK-0058090,M38-179,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知県高知市（小高坂山）,不明
MBK-0058088,10204,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知県高知市御畳瀬,1996/1/15
MBK-0048046,6777,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知県高知市おおなろ園（囲り）,1991/2/17
MBK-0048078,6811,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知県高知市神田石立（八幡宮）,1991/2/17
MBK-0047326,8798,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知県高知市（入定若一王子宮）,1992/9/15
MBK-0047328,7300,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知県高知市朝倉神社,1991/10/20
MBK-0047324,7296,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知県高知市朝倉神社,1991/10/20
MBK-0047323,7295,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知県高知市朝倉神社,1991/10/20
MBK-0115577,s.n.,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知県吾川郡春野町森山城山,1977/11/17
MBK-0139146,FOK-001540,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,土佐郡鏡村中山,2002/6/22
MBK-0137831,FOK-011355,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知市吉野～鷲尾山,2001/6/13
MBK-0145226,5288,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,鏡村坂口,1997/8/20
MBK-0298266,FOK-000302,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知市穴川上流,2001/9/2
MBK-0298234,FOK-000393,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知市カシハギ　平家の滝,2001/9/22
MBK-0298364,FOK-000708,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知市ヲモダ,2001/10/16
MBK-0298686,FOK-001419,Athyriaceae,シケチシダ,Cornopteris decurrenti-alata (Hook.) Nakai,高知市平家の滝,2002/6/9
MBK-0027453,31820,Athyriaceae,ノコギリヘラシダ,Deparia ×tomitaroana (Masam.) R.Sano,高知市桂浜竜頭岬,1980/1/3
MBK-0139097,FOK-001560,Athyriaceae,ホソバシケシダ,Deparia conilii (Franch. et Sav.) M.Kato,土佐郡鏡村中山,2002/6/22
MBK-0299924,FOK-012346,Athyriaceae,ホソバシケシダ,Deparia conilii (Franch. et Sav.) M.Kato,高知市深谷町,2001/11/3
MBK-0257392,FOS-007281,Athyriaceae,ホソバシケシダ,Deparia conilii (Franch. et Sav.) M.Kato,高知県高知市鏡小浜,2014/4/18
MBK-0267137,FOS-008596,Athyriaceae,ホソバシケシダ,Deparia conilii (Franch. et Sav.) M.Kato,高知県高知市土佐山中切川奈路,2014/10/21
MBK-0270759,FOS-010139,Athyriaceae,ホソバシケシダ,Deparia conilii (Franch. et Sav.) M.Kato,高知県高知市一宮しなね 土佐神社,2015/7/19
MBK-0272332,FOS-010201,Athyriaceae,ホソバシケシダ,Deparia conilii (Franch. et Sav.) M.Kato,高知県高知市北秦泉寺 望六峠,2015/9/2
MBK-0231128,AKI-0532,Athyriaceae,ホソバシケシダ,Deparia conilii (Franch. et Sav.) M.Kato,高知県高知市長浜,不明
MBK-0298272,FOK-000266,Athyriaceae,セイタカシケシダ,Deparia dimorphophylla (Koidz.) M.Kato,高知市穴川上流,2001/9/2
MBK-0298640,FOK-001542,Athyriaceae,セイタカシケシダ,Deparia dimorphophylla (Koidz.) M.Kato,高知市中山,2002/6/22
MBK-0300862,FOK-019649,Athyriaceae,セイタカシケシダ,Deparia dimorphophylla (Koidz.) M.Kato,高知市桂浜,2001/8/5
MBK-0300868,FOK-019693,Athyriaceae,セイタカシケシダ,Deparia dimorphophylla (Koidz.) M.Kato,高知市桂浜,2001/8/5
MBK-0267163,FOS-008623,Athyriaceae,セイタカシケシダ,Deparia dimorphophylla (Koidz.) M.Kato,高知県高知市鏡柿ノ又宮ノ上,2014/10/25
MBK-0272330,FOS-010199,Athyriaceae,セイタカシケシダ,Deparia dimorphophylla (Koidz.) M.Kato,高知県高知市北秦泉寺 望六峠,2015/9/2
MBK-0195838,21758,Athyriaceae,セイタカシケシダ,Deparia dimorphophylla (Koidz.) M.Kato,高知市大津,1978/12/2
MBK-0195836,34822,Athyriaceae,セイタカシケシダ,Deparia dimorphophylla (Koidz.) M.Kato,土佐郡土佐山村都積,2000/7/1
MBK-0173793,s.n.,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知県高知市 五台山,不明
MBK-0075327,FOK-062474,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,吾川郡春野町西畑,2003/10/26
MBK-0058082,1644,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知県吾川郡春野町（鵯谷～三滝ヶ森）,1986/11/16
MBK-0058096,92-056,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知県高知市（一ノ谷）,1992/8/20
MBK-0046588,1100,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知県高知市神田,1985/9/29
MBK-0046622,945,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知県高知市一宮（（一宮神社裏）大谷）,1985/5/9
MBK-0115576,s.n.,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知県吾川郡春野町弘岡中荒倉,1977/11/7
MBK-0139317,FOK-800285,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,吾川郡春野町十田,2001/7/28
MBK-0174026,M75-474,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知県高知市 久礼野,1975/10/8
MBK-0137029,FOK-018517,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,吾川郡春野町西畑岐神社,2001/9/22
MBK-0142443,1826,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知市幸崎町,1984/6/9
MBK-0301208,FOK-018857,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,吾川郡春野町仁ノ北,2001/10/30
MBK-0257384,FOS-007273,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知県高知市鏡小浜,2014/4/18
MBK-0257407,FOS-007297,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知県高知市鏡大河内,2014/4/26
MBK-0267136,FOS-008595,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知県高知市土佐山中切川奈路,2014/10/21
MBK-0197637,21713,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知市針原付近,1982/10/14
MBK-0197633,35337,Athyriaceae,シケシダ,Deparia japonica (Thunb.) M.Kato,高知市朝倉城跡付近,2000/6/7
MBK-0139092,FOK-001541,Athyriaceae,ムクゲシケシダ,Deparia kiusiana (Koidz.) M.Kato,土佐郡鏡村中山,2002/6/22
MBK-0058402,94-195,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市（一ノ谷）,1994/8/7
MBK-0058400,93-022,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市（北中山～四ヶ峰～幸崎）,1993/5/29
MBK-0058399,93-021,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市（北中山～四ヶ峰～幸崎）,1993/5/29
MBK-0058403,94-196,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市（一ノ谷）,1994/8/7
MBK-0058401,93-023,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市（北中山～四ヶ峰～幸崎）,1993/5/29
MBK-0048060,6789,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市おおなろ園（囲り）,1991/2/17
MBK-0048093,6747,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市神田（高座）,1991/2/17
MBK-0039543,7299,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市朝倉神社,1991/10/20
MBK-0115571,s.n.,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県吾川郡春野町森山城山谷,1978/1/15
MBK-0001119,20181,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市筆山から皿が峰,2000/7/7
MBK-0165443,6917,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市 宇津野,1991/3/10
MBK-0171391,s.n.,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市 六泉寺,1992/10/10
MBK-0141982,946,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知市北秦泉町,1983/9/7
MBK-0298225,FOK-000423,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知市カシハギ　平家の滝,2001/9/22
MBK-0299185,FOK-008966,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知市鏡大河内,2001/9/18
MBK-0299278,FOK-010957,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知市岩ヶ淵,2002/6/16
MBK-0300865,FOK-019662,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知市桂浜,2001/8/5
MBK-0257391,FOS-007280,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知県高知市鏡小浜,2014/4/18
MBK-0198060,28394,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知市介良岩屋寺付近,1981/12/6
MBK-0198057,36117,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知市針原付近,1982/10/14
MBK-0198059,36153,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知市宗安寺付近,1982/10/14
MBK-0198058,39824,Athyriaceae,ヘラシダ,Deparia lancea (Thunb.) Fraser-Jenk.,高知市火葬場から筆山ヘ,2001/2/21
MBK-0235239,FOK-000975,Athyriaceae,オオヒメワラビ,Deparia okuboana (Makino) M.Kato,土佐郡鏡村白岩,2001/12/5
MBK-0037445,38248,Athyriaceae,オオヒメワラビ,Deparia okuboana (Makino) M.Kato,土佐郡鏡村貞永～杉谷,1986/11/2
MBK-0281237,2137,Athyriaceae,オオヒメワラビ,Deparia okuboana (Makino) M.Kato,高知県土佐郡土佐山村,1964/8/5
MBK-0195451,2583,Athyriaceae,オオヒメワラビ,Deparia okuboana (Makino) M.Kato,土佐郡土佐山村桑尾?平石,1967/4/30
MBK-0157466,34679,Athyriaceae,ナチシケシダ,Deparia petersenii (Kunze) M.Kato,吾川郡春野町西畑田ノ浦,1980/1/25
MBK-0101253,FOK-800615,Athyriaceae,ナチシケシダ,Deparia petersenii (Kunze) M.Kato,高知市柴巻,2001/12/9
MBK-0115575,s.n.,Athyriaceae,ナチシケシダ,Deparia petersenii (Kunze) M.Kato,高知県吾川郡春野町西畑岐神社,1977/11/9
MBK-0115574,s.n.,Athyriaceae,ナチシケシダ,Deparia petersenii (Kunze) M.Kato,高知県吾川郡春野町森山農協南谷,1977/12/9
MBK-0139296,FOK-800604,Athyriaceae,ナチシケシダ,Deparia petersenii (Kunze) M.Kato,高知市柴巻,2001/11/23
MBK-0300855,FOK-019982,Athyriaceae,ナチシケシダ,Deparia petersenii (Kunze) M.Kato var. petersenii,高知市浦戸,2002/6/12
MBK-0195768,37091,Athyriaceae,ナチシケシダ,Deparia petersenii (Kunze) M.Kato var. petersenii,高知市針原付近,1982/10/14
MBK-0117004,FOK-607395,Athyriaceae,ハクモウイノデ,Deparia pycnosora (H.Christ) M.Kato var. albosquamata M.Kato,土佐郡土佐山村工石山,2001/8/31
MBK-0058034,M61-064,Athyriaceae,ハクモウイノデ,Deparia pycnosora (H.Christ) M.Kato var. albosquamata M.Kato,高知県土佐郡土佐山村（樫山峠）,1961/7/27
MBK-0139035,FOK-001881,Athyriaceae,ハクモウイノデ,Deparia pycnosora (H.Christ) M.Kato var. albosquamata M.Kato,土佐郡土佐山村運動公園,2001/7/28
MBK-0139172,FOK-000274,Athyriaceae,ハクモウイノデ,Deparia pycnosora (H.Christ) M.Kato var. albosquamata M.Kato,土佐郡鏡村穴川上流,2001/9/2
MBK-0145251,5291,Athyriaceae,ハクモウイノデ,Deparia pycnosora (H.Christ) M.Kato var. albosquamata M.Kato,鏡村坂口,1997/8/20
MBK-0145250,5292,Athyriaceae,ハクモウイノデ,Deparia pycnosora (H.Christ) M.Kato var. albosquamata M.Kato,鏡村坂口,1997/8/20
MBK-0142156,1382,Athyriaceae,ハクモウイノデ,Deparia pycnosora (H.Christ) M.Kato var. albosquamata M.Kato,高知県土佐郡土佐山村大陰山,1983/10/28
MBK-0298274,FOK-000251,Athyriaceae,ハクモウイノデ,Deparia pycnosora (H.Christ) M.Kato var. albosquamata M.Kato,高知市穴川上流,2001/9/2
MBK-0058048,1649,Athyriaceae,アサマシケシダ,Deparia sp.,高知県吾川郡春野町（鵯谷～三滝ヶ森）,1986/11/16
MBK-0039062,34818,Athyriaceae,ビッチュウヒカゲワラビ,Diplazium ×bittyuense Tagawa,土佐郡土佐山村都積,2000/7/1
MBK-0058414,9626,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市五台山東孕,1997/1/14
MBK-0058432,92-049,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市（一ノ谷）,1992/8/20
MBK-0058380,1633,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県吾川郡春野町（鵯谷～三滝ヶ森）,1986/11/16
MBK-0058498,966,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市一宮（（一宮神社裏）大谷）,1985/5/9
MBK-0058381,1634,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県吾川郡春野町（鵯谷～三滝ヶ森）,1986/11/16
MBK-0058499,966,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市一宮（（一宮神社裏）大谷）,1985/5/9
MBK-0058398,10205,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市御畳瀬,1996/1/15
MBK-0050323,M86-036,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市五台山,1986/7/31
MBK-0048579,s.n.,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,"Kochi, Tosa",不明
MBK-0048392,2259,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知市高知公園,1948/10/31
MBK-0039765,NK-0278,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県土佐郡土佐山村,不明
MBK-0039542,8803,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市（入定若一王子宮）,1992/9/15
MBK-0039541,8803,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市（入定若一王子宮）,1992/9/15
MBK-0172930,s.n.,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市 五台山計画地,1996/12/20
MBK-0115567,s.n.,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県吾川郡春野町森山ふるぼ谷,1977/11/13
MBK-0138005,FOK-008959,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,土佐郡鏡村大河内,2001/9/18
MBK-0001115,20161,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市筆山から皿が峰,2000/7/7
MBK-0139168,FOK-000317,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,土佐郡鏡村穴川上流,2001/9/2
MBK-0137914,FOK-012350,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知市深谷町,2001/11/3
MBK-0137806,FOK-011363,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知市吉野～鷲尾山,2001/6/13
MBK-0115159,s.n.,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市高知城,1964/11/18
MBK-0115156,s.n.,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市高知城,1964/11/18
MBK-0032106,37285,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,土佐郡土佐山村梶谷,2000/7/24
MBK-0145279,4349,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知市丸ノ内城山公園,1995/8/18
MBK-0298449,FOK-001910,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知市久礼野,2001/8/11
MBK-0299230,FOK-008717,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知市荒倉神社周辺,2001/9/2
MBK-0299927,FOK-012318,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知市深谷町,2001/11/3
MBK-0285670,FOS-012182,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市五台山 松村農園脇,2017/6/27
MBK-0248850,8356,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市丸ノ内 高知公園,1951/12/11
MBK-0281241,11139,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知県高知市丸の内,1974/10/24
MBK-0197751,24046,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知市大津,1978/12/2
MBK-0197740,36095,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知市針原付近,1982/10/14
MBK-0197704,38274,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,土佐郡土佐山村弘瀬?桑尾,1986/12/7
MBK-0197750,41221,Athyriaceae,ヒカゲワラビ,Diplazium chinense (Baker) C.Chr.,高知市宗安寺,2001/10/20
MBK-0257557,FOS-007161,Athyriaceae,ニセコクモウクジャク,Diplazium conterminum H.Christ,高知県高知市神田 鷲尾山,2014/9/6
MBK-0058435,7301,Athyriaceae,ホソバノコギリシダ×ミヤマノコギリシダ,Diplazium fauriei H. Christ × D. mettenianum (Miq.) C. Chr.,高知県高知市朝倉神社,1991/10/20
MBK-0027383,36708,Athyriaceae,ホソバノコギリシダ×ミヤマノコギリシダ,Diplazium fauriei H. Christ × D. mettenianum (Miq.) C. Chr.,高知市大津,2000/11/22
MBK-0027386,36711,Athyriaceae,ホソバノコギリシダ×ミヤマノコギリシダ,Diplazium fauriei H. Christ × D. mettenianum (Miq.) C. Chr.,高知市大津,2000/11/22
MBK-0032137,36704,Athyriaceae,ホソバノコギリシダ×ミヤマノコギリシダ,Diplazium fauriei H. Christ × D. mettenianum (Miq.) C. Chr.,高知市大津,2000/11/22
MBK-0051008,6732,Athyriaceae,ホソバノコギリシダ×ミヤマノコギリシダ,Diplazium fauriei H. Christ × D. mettenianum (Miq.) C. Chr.,高知県高知市神田（高座）,1991/2/17
MBK-0157955,1718,Athyriaceae,ホソバノコギリシダ,Diplazium fauriei H.Christ,高知市筆山,1966/10/22
MBK-0147200,24062,Athyriaceae,ホソバノコギリシダ,Diplazium fauriei H.Christ,高知市大津,1978/12/2
MBK-0299845,YK-0417,Athyriaceae,ホソバノコギリシダ,Diplazium fauriei H.Christ,高知県高知市筆山,1966/11/26
MBK-0201568,36713,Athyriaceae,ホソバノコギリシダ,Diplazium fauriei H.Christ,高知市大津,2000/11/22
MBK-0027416,36715,Athyriaceae,シロヤマシダ,Diplazium hachijoense Nakai,高知市大津,2000/11/22
MBK-0027405,37511,Athyriaceae,シロヤマシダ,Diplazium hachijoense Nakai,高知市大津,1978/12/2
MBK-0027415,36714,Athyriaceae,シロヤマシダ,Diplazium hachijoense Nakai,高知市大津,2000/11/22
MBK-0027417,36716,Athyriaceae,シロヤマシダ,Diplazium hachijoense Nakai,高知市大津,2000/11/22
MBK-0027403,24051,Athyriaceae,シロヤマシダ,Diplazium hachijoense Nakai,高知市大津,1978/12/2
MBK-0027422,24067,Athyriaceae,オオバミヤマノコギリシダ×ミヤマノコギリシダ,Diplazium hayatamae N. Ohta et M. Takamiya × D. mettenianum (Miq.) C. Chr.,高知市大津,1978/12/2
MBK-0027423,24070,Athyriaceae,オオバミヤマノコギリシダ×ミヤマノコギリシダ,Diplazium hayatamae N. Ohta et M. Takamiya × D. mettenianum (Miq.) C. Chr.,高知市大津,1978/12/2
MBK-0027385,36710,Athyriaceae,オオバミヤマノコギリシダ×ミヤマノコギリシダ,Diplazium hayatamae N. Ohta et M. Takamiya × D. mettenianum (Miq.) C. Chr.,高知市大津,2000/11/22
MBK-0027404,24066,Athyriaceae,オオバミヤマノコギリシダ×ミヤマノコギリシダ,Diplazium hayatamae N. Ohta et M. Takamiya × D. mettenianum (Miq.) C. Chr.,高知市大津,1978/12/2
MBK-0027428,36646,Athyriaceae,オオバミヤマノコギリシダ×ミヤマノコギリシダ,Diplazium hayatamae N. Ohta et M. Takamiya × D. mettenianum (Miq.) C. Chr.,高知市大津,2001/2/11
MBK-0027424,24076,Athyriaceae,オオバミヤマノコギリシダ×ミヤマノコギリシダ,Diplazium hayatamae N. Ohta et M. Takamiya × D. mettenianum (Miq.) C. Chr.,高知市大津,1978/12/2
MBK-0032203,36699,Athyriaceae,オオバミヤマノコギリシダ×ミヤマノコギリシダ,Diplazium hayatamae N. Ohta et M. Takamiya × D. mettenianum (Miq.) C. Chr.,高知市大津,2000/11/22
MBK-0032136,36703,Athyriaceae,オオバミヤマノコギリシダ×ミヤマノコギリシダ,Diplazium hayatamae N. Ohta et M. Takamiya × D. mettenianum (Miq.) C. Chr.,高知市大津,2000/11/22
MBK-0032206,39648,Athyriaceae,オオバミヤマノコギリシダ×ミヤマノコギリシダ,Diplazium hayatamae N. Ohta et M. Takamiya × D. mettenianum (Miq.) C. Chr.,高知市大津,2000/11/22
MBK-0032202,36697,Athyriaceae,オオバミヤマノコギリシダ×ミヤマノコギリシダ,Diplazium hayatamae N. Ohta et M. Takamiya × D. mettenianum (Miq.) C. Chr.,高知市大津,2000/11/22
MBK-0032205,39646,Athyriaceae,オオバミヤマノコギリシダ,Diplazium hayatamae N.Ohta et M.Takamiya,高知市大津,2000/11/22
MBK-0032204,39641,Athyriaceae,オオバミヤマノコギリシダ,Diplazium hayatamae N.Ohta et M.Takamiya,高知市大津,2000/11/22
MBK-0171032,170,Athyriaceae,オオバミヤマノコギリシダ,Diplazium hayatamae N.Ohta et M.Takamiya,高知県高知市 鹿児,2001/10/9
